City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
577,Jagadhri,IN,67.35,clear sky,30.1667,77.3,Buddha Cafe International
579,Myrtle Beach,US,81.1,broken clouds,33.6891,-78.8867,Bay View Resort Myrtle Beach
581,Saint Pete Beach,US,86.07,scattered clouds,27.7253,-82.7412,Sirata Beach Resort
585,Monte Plata,DO,89.22,clear sky,18.807,-69.784,Hotel Principe Del Desvio
586,Filadelfia,US,68.25,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
588,Evinayong,GQ,68.5,light rain,1.4368,10.5512,Hotel Don Patricio
589,Aiken,US,82.11,broken clouds,33.5835,-81.5998,Aiken Cottages
590,Munchenbuchsee,CH,63.09,broken clouds,47.0218,7.4504,A1 Hotel Restaurant Grauholz AG
591,Sao Joao Da Barra,BR,73.67,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
592,El Doncello,CO,79.95,scattered clouds,1.6782,-75.2847,Colombia
596,Bucerias,MX,87.98,light rain,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
597,Liuli,TZ,77.09,few clouds,-11.0833,34.6333,"Puulu Beach,Puulu Village"
600,Pucallpa,PE,82.44,light rain,-8.3791,-74.5539,Hotel Sol de Oriente - Pucallpa
602,Shahr-E Babak,IR,62.85,clear sky,30.1165,55.1186,سلاطین مس و نقره
604,Tabas,IR,73.89,few clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
606,Mutoko,ZW,61.48,few clouds,-17.397,32.2268,Suskwe Lodge Mutoko
607,Pochutla,MX,85.82,light rain,15.7432,-96.4661,Hotel Posada San Jose
609,Coihueco,CL,70.54,scattered clouds,-36.6167,-71.8333,"Frutillares, Coihueco"
610,Bangui,CF,71.37,overcast clouds,4.3612,18.555,SAM HOTEL
611,Maceio,BR,78.24,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
613,Innisfail,AU,75.15,overcast clouds,-17.5333,146.0333,Moondarra Motel
615,Camopi,GF,82.8,scattered clouds,3.1655,-52.3158,La pousada
616,Dumai,ID,73.35,moderate rain,1.6833,101.45,Grand Zuri Dumai
618,Ouesso,CG,73.76,overcast clouds,1.6136,16.0517,ABENIE Hotel
619,Nishihara,JP,72.68,broken clouds,26.1842,127.7558,Minshuku Agaihama
621,Lydenburg,ZA,64.4,overcast clouds,-25.0978,30.4597,The Palms Boutique Hotel
622,Dhidhdhoo,MV,78.06,overcast clouds,6.8833,73.1,Dhidhoo beach
624,Boca Do Acre,BR,85.96,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
629,Huarmey,PE,66.72,scattered clouds,-10.0681,-78.1522,Hotel Miramar
630,Inhambane,MZ,72.5,broken clouds,-23.865,35.3833,Oceano
631,Resistencia,AR,70.09,light rain,-27.4606,-58.9839,Niyat Urban Hotel
632,Ratnagiri,IN,77.36,overcast clouds,16.9833,73.3,Hotel Landmark
633,Lubawa,PL,60.4,overcast clouds,53.5043,19.7497,Hotel dla psów Jamajka
634,Bitaogan,PH,80.6,moderate rain,6.7684,126.0774,Geronas Beach Resort
635,Ladybrand,ZA,62.91,overcast clouds,-29.1945,27.4574,Accommodation @ Top House Bed and Breakfast
636,Redmond,US,73.35,clear sky,47.674,-122.1215,Seattle Marriott Redmond
637,Phan Thiet,VN,75.58,overcast clouds,10.9333,108.1,Hotel Saigon-PT
638,Cape Canaveral,US,85.06,clear sky,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
640,Saint-Leu,RE,68.32,scattered clouds,-21.15,55.2833,La Caz Oceane
643,Kavaratti,IN,79.72,overcast clouds,10.5669,72.642,Green leaf
645,Noumea,NC,77.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
646,Dicabisagan,PH,78.21,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
651,Tura,IN,67.98,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
652,Piriyapatna,IN,67.73,overcast clouds,12.3397,76.0992,Dhanraj Residency
655,Corinto,GR,64.89,clear sky,37.9407,22.9573,Ephira Hotel
656,Eydhafushi,MV,81.5,overcast clouds,5.1033,73.0708,Soneva Fushi
657,Araceli,PH,80.94,overcast clouds,10.5529,119.9913,JBryan Traveler's Inn
658,Brandon,US,85.1,broken clouds,27.9378,-82.2859,Embassy Suites by Hilton Tampa Brandon
662,Sitrah,BH,86.0,clear sky,26.1547,50.6206,Al Bander resort
664,Salihli,TR,60.31,clear sky,38.4826,28.1477,Ozcelik Hotel
665,Nabire,ID,74.75,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
667,Ponnani,IN,74.52,light rain,10.767,75.9252,Rouba Residency
668,Ostuni,IT,63.59,clear sky,40.7276,17.5764,Hotel Relais La Sommità
669,Azul,AR,68.34,overcast clouds,-36.777,-59.8585,Cabañas Dulcinea
670,Ontario,US,87.87,few clouds,34.0633,-117.6509,Capri Motel
672,Buraydah,SA,72.05,clear sky,26.326,43.975,Mövenpick Qassim
673,Lima,PE,68.9,overcast clouds,-12.0432,-77.0282,Hotel Kamana
681,Guigue,VE,85.82,overcast clouds,10.0853,-67.7792,La vasquereña
683,Cape Coast,GH,78.4,scattered clouds,5.1053,-1.2466,Samrit Hotel
684,Kirakira,SB,82.0,scattered clouds,-10.4544,161.9205,SanBiz Lodge
685,Alugan,PH,77.47,moderate rain,12.2188,125.4808,JM Lodge
686,Santa Isabel Do Rio Negro,BR,79.63,broken clouds,-0.4139,-65.0192,Hotel GSA
690,Altamira,BR,87.89,few clouds,-3.2033,-52.2064,Requinte Hotel
692,Kathu,TH,81.75,moderate rain,7.9178,98.3332,Novotel Phuket Resort
694,Trebisacce,IT,64.22,clear sky,39.8708,16.5312,Hotel Ristorante Pizzeria 111
696,Catalao,BR,83.52,broken clouds,-18.1658,-47.9464,Mara Turismo Hotel
697,Nova Londrina,BR,79.81,overcast clouds,-22.7658,-52.985,HOTEL FELICE
698,Casablanca,MA,73.62,scattered clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
